service_id,date,exception_type
478,20210521,1
478,20210528,1
478,20210604,1
478,20210611,1
478,20210403,1
478,20210410,1
478,20210417,1
478,20210424,1
478,20210508,1
478,20210515,1
478,20210522,1
478,20210529,1
478,20210605,1
478,20210612,1
479,20210405,1
479,20210412,1
479,20210419,1
479,20210426,1
479,20210503,1
479,20210510,1
479,20210517,1
479,20210524,1
479,20210531,1
479,20210607,1
479,20210406,1
479,20210413,1
479,20210420,1
479,20210427,1
479,20210504,1
479,20210511,1
479,20210518,1
479,20210525,1
479,20210601,1
479,20210608,1
479,20210407,1
479,20210414,1
479,20210421,1
479,20210428,1
479,20210505,1
479,20210512,1
479,20210519,1
479,20210526,1
479,20210602,1
479,20210609,1
479,20210401,1
479,20210408,1
479,20210415,1
479,20210422,1
479,20210429,1
479,20210506,1
479,20210513,1
479,20210520,1
479,20210527,1
479,20210603,1
479,20210610,1
479,20210402,1
479,20210409,1
479,20210416,1
479,20210423,1
479,20210430,1
479,20210507,1
479,20210514,1
479,20210521,1
479,20210528,1
479,20210604,1
479,20210611,1
479,20210403,1
479,20210410,1
479,20210417,1
479,20210424,1
479,20210501,1
479,20210508,1
479,20210515,1
479,20210522,1
479,20210529,1
479,20210605,1
479,20210612,1
479,20210404,1
479,20210411,1
479,20210418,1
479,20210425,1
479,20210502,1
479,20210509,1
479,20210516,1
479,20210523,1
479,20210530,1
479,20210606,1
480,20210405,1
480,20210412,1
480,20210419,1
480,20210426,1
480,20210503,1
480,20210510,1
480,20210517,1
480,20210524,1
480,20210531,1
480,20210607,1
480,20210406,1
480,20210413,1
480,20210420,1
480,20210427,1
480,20210504,1
480,20210511,1
480,20210518,1
480,20210525,1
480,20210601,1
480,20210608,1
480,20210407,1
480,20210414,1
480,20210421,1
480,20210428,1
480,20210505,1
480,20210519,1
480,20210526,1
480,20210602,1
480,20210609,1
480,20210408,1
480,20210415,1
480,20210422,1
480,20210429,1
480,20210506,1
480,20210513,1
480,20210520,1
480,20210527,1
480,20210603,1
480,20210610,1
480,20210411,1
480,20210418,1
480,20210425,1
480,20210502,1
480,20210509,1
480,20210516,1
480,20210530,1
480,20210606,1
481,20201221,1
481,20201228,1
481,20210104,1
481,20210111,1
481,20210118,1
481,20210125,1
481,20210201,1
481,20210208,1
481,20210215,1
481,20210222,1
481,20210301,1
481,20210315,1
481,20210322,1
481,20210329,1
481,20201124,2
481,20201201,2
481,20201208,2
481,20201215,2
481,20210406,2
481,20210413,2
481,20210420,2
481,20210427,2
481,20210504,2
481,20210511,2
481,20210518,2
481,20210525,2
481,20210601,2
481,20210608,2
481,20201125,2
481,20201202,2
481,20201209,2
481,20210407,2
481,20210414,2
481,20210421,2
481,20210428,2
481,20210505,2
481,20210512,2
481,20210519,2
481,20210526,2
481,20210602,2
481,20210609,2
481,20201217,1
481,20210107,1
481,20210114,1
481,20210121,1
481,20210128,1
481,20210204,1
481,20210211,1
481,20210218,1
481,20210225,1
481,20210304,1
481,20210311,1
481,20210318,1
481,20210325,1
481,20201218,1
481,20210101,1
481,20210108,1
481,20210115,1
481,20210122,1
481,20210129,1
481,20210205,1
481,20210212,1
481,20210219,1
481,20210226,1
481,20210305,1
481,20210312,1
481,20210319,1
481,20210326,1
482,20201123,2
482,20201130,2
482,20201207,2
482,20201214,2
482,20210405,2
482,20210412,2
482,20210419,2
482,20210426,2
482,20210503,2
482,20210510,2
482,20210517,2
482,20210524,2
482,20210531,2
482,20210607,2
482,20201124,2
482,20201201,2
482,20201208,2
482,20201215,2
482,20210406,2
482,20210413,2
482,20210420,2
482,20210427,2
482,20210504,2
482,20210511,2
482,20210518,2
482,20210525,2
482,20210601,2
482,20210608,2
482,20201125,2
482,20201202,2
482,20201209,2
482,20210407,2
482,20210414,2
482,20210421,2
482,20210428,2
482,20210505,2
482,20210512,2
482,20210519,2
482,20210526,2
482,20210602,2
482,20210609,2
482,20201119,2
482,20201126,2
482,20201203,2
482,20201210,2
482,20210401,2
482,20210408,2
482,20210415,2
482,20210422,2
482,20210429,2
482,20210506,2
482,20210513,2
482,20210520,2
482,20210527,2
482,20210603,2
482,20210610,2
482,20201218,1
482,20210101,1
482,20210108,1
482,20210115,1
482,20210122,1
482,20210129,1
482,20210205,1
482,20210212,1
482,20210219,1
482,20210226,1
482,20210305,1
482,20210312,1
482,20210319,1
482,20210326,1
482,20201219,1
482,20210102,1
482,20210109,1
482,20210116,1
482,20210123,1
482,20210130,1
482,20210206,1
482,20210213,1
482,20210220,1
482,20210227,1
482,20210306,1
482,20210313,1
482,20210320,1
482,20210327,1
483,20201123,2
483,20201130,2
483,20201207,2
483,20201214,2
483,20210405,2
483,20210412,2
483,20210419,2
483,20210426,2
483,20210503,2
483,20210510,2
483,20210517,2
483,20210524,2
483,20210531,2
483,20210607,2
483,20201124,2
483,20201201,2
483,20201208,2
483,20201215,2
483,20210406,2
483,20210413,2
483,20210420,2
483,20210427,2
483,20210504,2
483,20210511,2
483,20210518,2
483,20210525,2
483,20210601,2
483,20210608,2
483,20201125,2
483,20201202,2
483,20201209,2
483,20210407,2
483,20210414,2
483,20210421,2
483,20210428,2
483,20210505,2
483,20210512,2
483,20210519,2
483,20210526,2
483,20210602,2
483,20210609,2
483,20201119,2
483,20201126,2
483,20201203,2
483,20201210,2
483,20210401,2
483,20210408,2
483,20210415,2
483,20210422,2
483,20210429,2
483,20210506,2
483,20210513,2
483,20210520,2
483,20210527,2
483,20210603,2
483,20210610,2
483,20201120,2
483,20201127,2
483,20201204,2
483,20201211,2
483,20210402,2
483,20210409,2
483,20210416,2
483,20210423,2
483,20210430,2
483,20210507,2
483,20210514,2
483,20210521,2
483,20210528,2
483,20210604,2
483,20210611,2
483,20201121,2
483,20201128,2
483,20201205,2
483,20201212,2
483,20210403,2
483,20210410,2
483,20210417,2
483,20210424,2
483,20210501,2
483,20210508,2
483,20210515,2
483,20210522,2
483,20210529,2
483,20210605,2
483,20210612,2
483,20201122,2
483,20201129,2
483,20201206,2
483,20201213,2
483,20210404,2
483,20210411,2
483,20210418,2
483,20210425,2
483,20210502,2
483,20210509,2
483,20210516,2
483,20210523,2
483,20210530,2
483,20210606,2
484,20201123,2
484,20201130,2
484,20201207,2
484,20201214,2
484,20210405,2
484,20210412,2
484,20210419,2
484,20210426,2
484,20210503,2
484,20210510,2
484,20210517,2
484,20210524,2
484,20210531,2
484,20210607,2
484,20201124,2
484,20201201,2
484,20201208,2
484,20201215,2
484,20210406,2
484,20210413,2
484,20210420,2
484,20210427,2
484,20210504,2
484,20210511,2
484,20210518,2
484,20210525,2
484,20210601,2
484,20210608,2
484,20201125,2
484,20201202,2
484,20201209,2
484,20210407,2
484,20210414,2
484,20210421,2
484,20210428,2
484,20210505,2
484,20210512,2
484,20210519,2
484,20210526,2
484,20210602,2
484,20210609,2
484,20201119,2
484,20201126,2
484,20201203,2
484,20201210,2
484,20210401,2
484,20210408,2
484,20210415,2
484,20210422,2
484,20210429,2
484,20210506,2
484,20210513,2
484,20210520,2
484,20210527,2
484,20210603,2
484,20210610,2
484,20201218,1
484,20201225,1
484,20210108,1
484,20210115,1
484,20210122,1
484,20210129,1
484,20210205,1
484,20210212,1
484,20210219,1
484,20210226,1
484,20210305,1
484,20210312,1
484,20210319,1
484,20210326,1
484,20201121,2
484,20201128,2
484,20201205,2
484,20201212,2
484,20210403,2
484,20210410,2
484,20210417,2
484,20210424,2
484,20210501,2
484,20210508,2
484,20210515,2
484,20210522,2
484,20210529,2
484,20210605,2
484,20210612,2
484,20201122,2
484,20201129,2
484,20201206,2
484,20201213,2
484,20210404,2
484,20210411,2
484,20210418,2
484,20210425,2
484,20210502,2
484,20210509,2
484,20210516,2
484,20210523,2
484,20210530,2
484,20210606,2
485,20201123,2
485,20201130,2
485,20201207,2
485,20201214,2
485,20210405,2
485,20210412,2
485,20210419,2
485,20210426,2
485,20210503,2
485,20210510,2
485,20210517,2
485,20210524,2
485,20210531,2
485,20210607,2
485,20201124,2
485,20201201,2
485,20201208,2
485,20201215,2
485,20210406,2
485,20210413,2
485,20210420,2
485,20210427,2
485,20210504,2
485,20210511,2
485,20210518,2
485,20210525,2
485,20210601,2
485,20210608,2
485,20201216,1
485,20210106,1
485,20210113,1
485,20210120,1
485,20210127,1
485,20210203,1
485,20210210,1
485,20210217,1
485,20210224,1
485,20210303,1
485,20210310,1
485,20210317,1
485,20210324,1
485,20210331,1
485,20201217,1
485,20210107,1
485,20210114,1
485,20210121,1
485,20210128,1
485,20210204,1
485,20210211,1
485,20210218,1
485,20210225,1
485,20210304,1
485,20210311,1
485,20210318,1
485,20210325,1
485,20201220,1
485,20201227,1
485,20210103,1
485,20210110,1
485,20210117,1
485,20210124,1
485,20210131,1
485,20210207,1
485,20210214,1
485,20210221,1
485,20210228,1
485,20210314,1
485,20210321,1
485,20210328,1
486,20201123,2
486,20201130,2
486,20201207,2
486,20201214,2
486,20210405,2
486,20210412,2
486,20210419,2
486,20210426,2
486,20210503,2
486,20210510,2
486,20210517,2
486,20210524,2
486,20210531,2
486,20210607,2
486,20201124,2
486,20201201,2
486,20201208,2
486,20201215,2
486,20210406,2
486,20210413,2
486,20210420,2
486,20210427,2
486,20210504,2
486,20210511,2
486,20210518,2
486,20210525,2
486,20210601,2
486,20210608,2
486,20201125,2
486,20201202,2
486,20201209,2
486,20210407,2
486,20210414,2
486,20210421,2
486,20210428,2
486,20210505,2
486,20210512,2
486,20210519,2
486,20210526,2
486,20210602,2
486,20210609,2
486,20201119,2
486,20201126,2
486,20201203,2
486,20201210,2
486,20210401,2
486,20210408,2
486,20210415,2
486,20210422,2
486,20210429,2
486,20210506,2
486,20210513,2
486,20210520,2
486,20210527,2
486,20210603,2
486,20210610,2
486,20201218,1
486,20210108,1
486,20210115,1
486,20210122,1
486,20210129,1
486,20210205,1
486,20210212,1
486,20210219,1
486,20210226,1
486,20210305,1
486,20210312,1
486,20210319,1
486,20210326,1
486,20201219,1
486,20210102,1
486,20210109,1
486,20210116,1
486,20210123,1
486,20210130,1
486,20210206,1
486,20210213,1
486,20210220,1
486,20210227,1
486,20210306,1
486,20210313,1
486,20210320,1
486,20210327,1
487,20201225,1
487,20201226,1
487,20201122,2
487,20201129,2
487,20201206,2
487,20201213,2
487,20210404,2
487,20210411,2
487,20210418,2
487,20210425,2
487,20210502,2
487,20210509,2
487,20210516,2
487,20210523,2
487,20210530,2
487,20210606,2
488,20201123,2
488,20201130,2
488,20201207,2
488,20201214,2
488,20210405,2
488,20210412,2
488,20210419,2
488,20210426,2
488,20210503,2
488,20210510,2
488,20210517,2
488,20210524,2
488,20210531,2
488,20210607,2
488,20201124,2
488,20201201,2
488,20201208,2
488,20201215,2
488,20210406,2
488,20210413,2
488,20210420,2
488,20210427,2
488,20210504,2
488,20210511,2
488,20210518,2
488,20210525,2
488,20210601,2
488,20210608,2
488,20201216,1
488,20210106,1
488,20210113,1
488,20210120,1
488,20210127,1
488,20210203,1
488,20210210,1
488,20210217,1
488,20210224,1
488,20210303,1
488,20210310,1
488,20210317,1
488,20210324,1
488,20210331,1
488,20201217,1
488,20201231,1
488,20210107,1
488,20210114,1
488,20210121,1
488,20210128,1
488,20210204,1
488,20210211,1
488,20210218,1
488,20210225,1
488,20210304,1
488,20210311,1
488,20210318,1
488,20210325,1
488,20201220,1
488,20201227,1
488,20210103,1
488,20210110,1
488,20210117,1
488,20210124,1
488,20210131,1
488,20210207,1
488,20210214,1
488,20210221,1
488,20210228,1
488,20210314,1
488,20210321,1
488,20210328,1
489,20210308,1
489,20201224,1
489,20201231,1
489,20210101,1
489,20201219,1
489,20210102,1
489,20210109,1
489,20210116,1
489,20210123,1
489,20210130,1
489,20210206,1
489,20210213,1
489,20210220,1
489,20210227,1
489,20210306,1
489,20210313,1
489,20210320,1
489,20210327,1
490,20201123,1
490,20201130,1
490,20201124,1
490,20201201,1
490,20201125,1
490,20201202,1
490,20201119,1
490,20201126,1
490,20201203,1
490,20201120,1
490,20201127,1
490,20201204,1
490,20201211,1
490,20201121,1
490,20201128,1
490,20201212,1
490,20201122,1
490,20201129,1
490,20201206,1
491,20201123,1
491,20201130,1
491,20201207,1
491,20201124,1
491,20201201,1
491,20201208,1
491,20201125,1
491,20201202,1
491,20201209,1
491,20201119,1
491,20201126,1
491,20201203,1
491,20201210,1
491,20201120,1
491,20201127,1
491,20201204,1
491,20201211,1
491,20201121,1
491,20201128,1
491,20201212,1
492,20201123,1
492,20201130,1
492,20201124,1
492,20201201,1
492,20201125,1
492,20201202,1
492,20201119,1
492,20201126,1
492,20201203,1
492,20201120,1
492,20201127,1
492,20201211,1
492,20201121,1
492,20201128,1
492,20201212,1
492,20201122,1
492,20201206,1
493,20201207,1
493,20201208,1
493,20201209,1
493,20201210,1
494,20201123,1
494,20201130,1
494,20201124,1
494,20201201,1
494,20201125,1
494,20201202,1
494,20201119,1
494,20201126,1
494,20201203,1
494,20201122,1
494,20201206,1
495,20201123,1
495,20201130,1
495,20201124,1
495,20201201,1
495,20201125,1
495,20201202,1
495,20201209,1
495,20201119,1
495,20201126,1
495,20201203,1
495,20201210,1
495,20201120,1
495,20201127,1
495,20201204,1
495,20201211,1
495,20201121,1
495,20201128,1
495,20201212,1
495,20201122,1
495,20201129,1
495,20201206,1
496,20201123,1
496,20201130,1
496,20201124,1
496,20201201,1
496,20201125,1
496,20201202,1
496,20201209,1
496,20201119,1
496,20201126,1
496,20201203,1
496,20201210,1
496,20201120,1
496,20201127,1
496,20201211,1
496,20201121,1
496,20201128,1
496,20201212,1
496,20201122,1
496,20201206,1
497,20201123,1
497,20201130,1
497,20201124,1
497,20201201,1
497,20201125,1
497,20201202,1
497,20201209,1
497,20201119,1
497,20201126,1
497,20201203,1
497,20201210,1
497,20201120,1
497,20201127,1
497,20201211,1
497,20201121,1
497,20201128,1
497,20201212,1
497,20201122,1
498,20201123,1
498,20201130,1
498,20201124,1
498,20201201,1
498,20201125,1
498,20201202,1
498,20201209,1
498,20201119,1
498,20201126,1
498,20201203,1
498,20201210,1
498,20201122,1
498,20201206,1
499,20201123,1
499,20201130,1
499,20201124,1
499,20201201,1
499,20201125,1
499,20201202,1
499,20201119,1
499,20201126,1
499,20201203,1
499,20201120,1
499,20201127,1
499,20201211,1
499,20201121,1
499,20201128,1
499,20201212,1
499,20201122,1
499,20201129,1
499,20201206,1
500,20201123,1
500,20201130,1
500,20201207,1
500,20201124,1
500,20201201,1
500,20201208,1
500,20201125,1
500,20201202,1
500,20201209,1
500,20201119,1
500,20201203,1
500,20201210,1
500,20201120,1
500,20201204,1
500,20201211,1
501,20201123,1
501,20201130,1
501,20201124,1
501,20201201,1
501,20201125,1
501,20201202,1
501,20201119,1
501,20201126,1
501,20201203,1
501,20201120,1
501,20201127,1
501,20201211,1
501,20201121,1
501,20201128,1
501,20201212,1
501,20201122,1
502,20201123,1
502,20201130,1
502,20201124,1
502,20201201,1
502,20201125,1
502,20201202,1
502,20201209,1
502,20201119,1
502,20201126,1
502,20201203,1
502,20201210,1
502,20201120,1
502,20201127,1
502,20201211,1
502,20201121,1
502,20201128,1
502,20201212,1
502,20201122,1
502,20201129,1
502,20201206,1
503,20201126,1
503,20201127,1
504,20201123,1
504,20201130,1
504,20201207,1
504,20201124,1
504,20201201,1
504,20201208,1
504,20201125,1
504,20201202,1
504,20201209,1
504,20201119,1
504,20201126,1
504,20201203,1
504,20201210,1
504,20201122,1
504,20201206,1
505,20201214,1
505,20201215,1
505,20201213,1
506,20201214,1
506,20201213,1
507,20210308,1
507,20201224,1
507,20201231,1
507,20201225,1
507,20210101,1
507,20201121,2
507,20201128,2
507,20201205,2
507,20210403,2
507,20210410,2
507,20210417,2
507,20210424,2
507,20210501,2
507,20210508,2
507,20210515,2
507,20210522,2
507,20210529,2
507,20210605,2
507,20210612,2
507,20201122,2
507,20201129,2
507,20201206,2
507,20210404,2
507,20210411,2
507,20210418,2
507,20210425,2
507,20210502,2
507,20210509,2
507,20210516,2
507,20210523,2
507,20210530,2
507,20210606,2
508,20201123,1
508,20201130,1
508,20201124,1
508,20201201,1
508,20201125,1
508,20201202,1
508,20201119,1
508,20201126,1
508,20201203,1
508,20201120,1
508,20201127,1
508,20201204,1
508,20201211,1
509,20201123,1
509,20201130,1
509,20201207,1
509,20201124,1
509,20201201,1
509,20201208,1
509,20201125,1
509,20201202,1
509,20201209,1
509,20201119,1
509,20201126,1
509,20201203,1
509,20201210,1
509,20201120,1
509,20201204,1
509,20201211,1
510,20201207,2
510,20210405,2
510,20210412,2
510,20210419,2
510,20210426,2
510,20210503,2
510,20210510,2
510,20210517,2
510,20210524,2
510,20210531,2
510,20210607,2
510,20201208,2
510,20201215,2
510,20210406,2
510,20210413,2
510,20210420,2
510,20210427,2
510,20210504,2
510,20210511,2
510,20210518,2
510,20210525,2
510,20210601,2
510,20210608,2
510,20201209,2
510,20201223,2
510,20201230,2
510,20210407,2
510,20210414,2
510,20210421,2
510,20210428,2
510,20210505,2
510,20210512,2
510,20210519,2
510,20210526,2
510,20210602,2
510,20210609,2
510,20201210,2
510,20201224,2
510,20201231,2
510,20210401,2
510,20210408,2
510,20210415,2
510,20210422,2
510,20210429,2
510,20210506,2
510,20210513,2
510,20210520,2
510,20210527,2
510,20210603,2
510,20210610,2
510,20210307,2
510,20210404,2
510,20210411,2
510,20210418,2
510,20210425,2
510,20210502,2
510,20210509,2
510,20210516,2
510,20210523,2
510,20210530,2
510,20210606,2
511,20201207,2
511,20201208,2
511,20201215,2
511,20201209,2
511,20201223,2
511,20201230,2
511,20210512,2
511,20201210,2
511,20201224,2
511,20201231,2
511,20210401,2
511,20210307,2
511,20210404,2
511,20210523,2
512,20201120,1
512,20201127,1
512,20201211,1
512,20201121,1
512,20201128,1
513,20201223,1
513,20201230,1
513,20210512,1
513,20201224,1
513,20210401,1
513,20201120,2
513,20201127,2
513,20201204,2
513,20201211,2
513,20201121,2
513,20201128,2
513,20201205,2
513,20210307,1
513,20210404,1
513,20210523,1
514,20201223,1
514,20201230,1
514,20210512,1
514,20201224,1
514,20210401,1
514,20201204,2
514,20201205,2
514,20210307,1
514,20210404,1
514,20210523,1
515,20210405,1
515,20210412,1
515,20210419,1
515,20210426,1
515,20210503,1
515,20210510,1
515,20210517,1
515,20210524,1
515,20210531,1
515,20210607,1
515,20210406,1
515,20210413,1
515,20210420,1
515,20210427,1
515,20210504,1
515,20210511,1
515,20210518,1
515,20210525,1
515,20210601,1
515,20210608,1
515,20210407,1
515,20210414,1
515,20210421,1
515,20210428,1
515,20210505,1
515,20210519,1
515,20210526,1
515,20210602,1
515,20210609,1
515,20210408,1
515,20210415,1
515,20210422,1
515,20210429,1
515,20210506,1
515,20210513,1
515,20210520,1
515,20210527,1
515,20210603,1
515,20210610,1
515,20210402,1
515,20210403,1
515,20210410,1
515,20210417,1
515,20210424,1
515,20210501,1
515,20210508,1
515,20210515,1
515,20210522,1
515,20210529,1
515,20210605,1
515,20210612,1
515,20210404,1
515,20210411,1
515,20210418,1
515,20210425,1
515,20210502,1
515,20210509,1
515,20210516,1
515,20210523,1
515,20210530,1
515,20210606,1
516,20201123,2
516,20201130,2
516,20201207,2
516,20201214,2
516,20210405,2
516,20210412,2
516,20210419,2
516,20210426,2
516,20210503,2
516,20210510,2
516,20210517,2
516,20210524,2
516,20210531,2
516,20210607,2
516,20201124,2
516,20201201,2
516,20201208,2
516,20201215,2
516,20210406,2
516,20210413,2
516,20210420,2
516,20210427,2
516,20210504,2
516,20210511,2
516,20210518,2
516,20210525,2
516,20210601,2
516,20210608,2
516,20201216,1
516,20210106,1
516,20210113,1
516,20210120,1
516,20210127,1
516,20210203,1
516,20210210,1
516,20210217,1
516,20210224,1
516,20210303,1
516,20210310,1
516,20210317,1
516,20210324,1
516,20210331,1
516,20201119,2
516,20201126,2
516,20201203,2
516,20201210,2
516,20210401,2
516,20210408,2
516,20210415,2
516,20210422,2
516,20210429,2
516,20210506,2
516,20210513,2
516,20210520,2
516,20210527,2
516,20210603,2
516,20210610,2
516,20201225,1
516,20210101,1
516,20201121,2
516,20201128,2
516,20201205,2
516,20201212,2
516,20210403,2
516,20210410,2
516,20210417,2
516,20210424,2
516,20210501,2
516,20210508,2
516,20210515,2
516,20210522,2
516,20210529,2
516,20210605,2
516,20210612,2
516,20201122,2
516,20201129,2
516,20201206,2
516,20201213,2
516,20210404,2
516,20210411,2
516,20210418,2
516,20210425,2
516,20210502,2
516,20210509,2
516,20210516,2
516,20210523,2
516,20210530,2
516,20210606,2
517,20201223,1
517,20201230,1
517,20201224,1
517,20201120,2
517,20201127,2
517,20201204,2
517,20201211,2
517,20210402,2
517,20210409,2
517,20210416,2
517,20210423,2
517,20210430,2
517,20210507,2
517,20210514,2
517,20210521,2
517,20210528,2
517,20210604,2
517,20210611,2
517,20201121,2
517,20201128,2
517,20201205,2
517,20201212,2
517,20210403,2
517,20210410,2
517,20210417,2
517,20210424,2
517,20210501,2
517,20210508,2
517,20210515,2
517,20210522,2
517,20210529,2
517,20210605,2
517,20210612,2
517,20210307,1
518,20201210,1
519,20201209,1
520,20201123,1
520,20201130,1
520,20201124,1
520,20201201,1
520,20201125,1
520,20201202,1
520,20201119,1
520,20201126,1
520,20201203,1
520,20201120,1
520,20201127,1
520,20201204,1
520,20201121,1
520,20201128,1
520,20201212,1
520,20201122,1
520,20201129,1
520,20201206,1
521,20201123,1
521,20201130,1
521,20201124,1
521,20201201,1
521,20201125,1
521,20201202,1
521,20201119,1
521,20201126,1
521,20201203,1
521,20201121,1
521,20201128,1
521,20201212,1
521,20201122,1
521,20201129,1
521,20201206,1
522,20201121,1
522,20201128,1
522,20201205,1
522,20201212,1
522,20201122,1
522,20201129,1
523,20201123,1
523,20201130,1
523,20201207,1
523,20201124,1
523,20201201,1
523,20201208,1
523,20201125,1
523,20201202,1
523,20201209,1
523,20201119,1
523,20201126,1
523,20201203,1
523,20201210,1
523,20201120,1
523,20201127,1
523,20201204,1
523,20201211,1
523,20201121,1
523,20201128,1
524,20201121,1
524,20201128,1
524,20201212,1
524,20201122,1
524,20201129,1
525,20201120,1
525,20201127,1
525,20201211,1
525,20201121,1
525,20201128,1
525,20201212,1
526,20201123,1
526,20201130,1
526,20201207,1
526,20201124,1
526,20201201,1
526,20201208,1
526,20201125,1
526,20201202,1
526,20201209,1
526,20201119,1
526,20201126,1
526,20201203,1
526,20201120,1
526,20201127,1
526,20201204,1
526,20201211,1
527,20201223,1
527,20201230,1
527,20201224,1
527,20201231,1
527,20201120,2
527,20201127,2
527,20201204,2
527,20201211,2
527,20210402,2
527,20210409,2
527,20210416,2
527,20210423,2
527,20210430,2
527,20210507,2
527,20210514,2
527,20210521,2
527,20210528,2
527,20210604,2
527,20210611,2
527,20201121,2
527,20201128,2
527,20201205,2
527,20201212,2
527,20210403,2
527,20210410,2
527,20210417,2
527,20210424,2
527,20210501,2
527,20210508,2
527,20210515,2
527,20210522,2
527,20210529,2
527,20210605,2
527,20210612,2
527,20210307,1
528,20201211,1
528,20201213,1
529,20201123,1
529,20201130,1
529,20201207,1
529,20201124,1
529,20201201,1
529,20201208,1
529,20201125,1
529,20201202,1
529,20201209,1
529,20201119,1
529,20201126,1
529,20201203,1
529,20201210,1
529,20201129,1
529,20201206,1
530,20201123,2
530,20201130,2
530,20201207,2
530,20201124,2
530,20201201,2
530,20201208,2
530,20201125,2
530,20201202,2
530,20201209,2
530,20201223,2
530,20201230,2
530,20210512,2
530,20201119,2
530,20201126,2
530,20201203,2
530,20201210,2
530,20201224,2
530,20201231,2
530,20210401,2
530,20201122,2
530,20201129,2
530,20201206,2
530,20201213,2
530,20210307,2
530,20210404,2
530,20210523,2
531,20201127,1
531,20201204,1
531,20201128,1
531,20201205,1
532,20201123,2
532,20210308,2
532,20210405,2
532,20210524,2
532,20201224,2
532,20201231,2
532,20210513,2
532,20201225,2
532,20210101,2
532,20210402,2
533,20201123,1
534,20201130,1
534,20201207,1
534,20201124,1
534,20201201,1
534,20201208,1
534,20201125,1
534,20201202,1
534,20201209,1
534,20201119,1
534,20201126,1
534,20201203,1
534,20201210,1
534,20201120,1
534,20201127,1
534,20201204,1
534,20201211,1
535,20201205,1
535,20201212,1
536,20201123,2
536,20201130,2
536,20201207,2
536,20210308,2
536,20210405,2
536,20210524,2
536,20201124,2
536,20201201,2
536,20201208,2
536,20201125,2
536,20201202,2
536,20201209,2
536,20201119,2
536,20201126,2
536,20201203,2
536,20201210,2
536,20201224,2
536,20201231,2
536,20210513,2
536,20201120,2
536,20201127,2
536,20201204,2
536,20201211,2
536,20201225,2
536,20210402,2
537,20201123,1
537,20201130,1
537,20201207,1
537,20201124,1
537,20201201,1
537,20201208,1
537,20201125,1
537,20201202,1
537,20201209,1
537,20201119,1
537,20201126,1
537,20201203,1
537,20201210,1
537,20201120,1
537,20201127,1
537,20201204,1
537,20201211,1
537,20201205,1
537,20201212,1
538,20201123,2
538,20201130,2
538,20201207,2
538,20210405,2
538,20210524,2
538,20201124,2
538,20201201,2
538,20201208,2
538,20201125,2
538,20201202,2
538,20201209,2
538,20201119,2
538,20201126,2
538,20201203,2
538,20201210,2
538,20210513,2
538,20201120,2
538,20201127,2
538,20201204,2
538,20201211,2
538,20201225,2
538,20210402,2
538,20201121,2
538,20201128,2
538,20201205,2
538,20201212,2
538,20201226,2
538,20210501,2
539,20201123,1
539,20201130,1
539,20201207,1
539,20201124,1
539,20201201,1
539,20201208,1
539,20201125,1
539,20201202,1
539,20201209,1
539,20201119,1
539,20201126,1
539,20201203,1
539,20201210,1
539,20201120,1
539,20201127,1
539,20201204,1
539,20201211,1
539,20201205,1
539,20201212,1
539,20201206,1
540,20201123,2
540,20201130,2
540,20201207,2
540,20201124,2
540,20201201,2
540,20201208,2
540,20201125,2
540,20201202,2
540,20201209,2
540,20201119,2
540,20201126,2
540,20201203,2
540,20201210,2
540,20201120,2
540,20201127,2
540,20201204,2
540,20201211,2
540,20210101,2
540,20201121,2
540,20201128,2
540,20201205,2
540,20201212,2
540,20201122,2
540,20201129,2
540,20201206,2
540,20201213,2
541,20201123,1
541,20201130,1
541,20201207,1
541,20201124,1
541,20201208,1
541,20201125,1
541,20201209,1
541,20201119,1
541,20201126,1
541,20201210,1
541,20201120,1
541,20201204,1
541,20201211,1
541,20201205,1
541,20201212,1
541,20201206,1
542,20201201,1
542,20201202,1
542,20201203,1
543,20201123,1
543,20201130,1
543,20201207,1
543,20201124,1
543,20201208,1
543,20201125,1
543,20201209,1
543,20201119,1
543,20201126,1
543,20201210,1
543,20201204,1
543,20201205,1
543,20201212,1
543,20201206,1
544,20201123,2
544,20201130,2
544,20201207,2
544,20201124,2
544,20201201,2
544,20201208,2
544,20201125,2
544,20201202,2
544,20201209,2
544,20201119,2
544,20201126,2
544,20201203,2
544,20201210,2
544,20201231,2
544,20201120,2
544,20201127,2
544,20201204,2
544,20201211,2
544,20201121,2
544,20201128,2
544,20201205,2
544,20201212,2
544,20201122,2
544,20201129,2
544,20201206,2
544,20201213,2
545,20201123,1
545,20201130,1
545,20201207,1
545,20201124,1
545,20201208,1
545,20201125,1
545,20201209,1
545,20201119,1
545,20201126,1
545,20201206,1
546,20201204,1
546,20201205,1
546,20201212,1
547,20201223,1
547,20201230,1
547,20210512,1
547,20201224,1
547,20210401,1
547,20201120,2
547,20201127,2
547,20201204,2
547,20201211,2
547,20201121,2
547,20201128,2
547,20201205,2
547,20201212,2
547,20210307,1
547,20210404,1
548,20201223,1
548,20201230,1
548,20210512,1
548,20201224,1
548,20201231,1
548,20210401,1
548,20201120,2
548,20201127,2
548,20201204,2
548,20201211,2
548,20201121,2
548,20201128,2
548,20201205,2
548,20210307,1
548,20210404,1
548,20210523,1
549,20210512,1
549,20201224,1
549,20210401,1
549,20201225,1
549,20210430,1
549,20201121,2
